iShares Biotechnology ETF
Fund Holdings as of,"Dec 26, 2025"
Inception Date,"Feb 05, 2001"
Shares Outstanding,"50,150,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"PGEN","PRECIGEN INC","Health Care","Equity","4,642,805.44","0.05","4,642,805.44","1,116,059.00","4.16","United States","NASDAQ","USD","1.00","USD","-"
"LXEO","LEXEO THERAPEUTICS INC","Health Care","Equity","4,619,746.75","0.05","4,619,746.75","450,707.00","10.25","United States","NASDAQ","USD","1.00","USD","-"
"KROS","KEROS THERAPEUTICS INC","Health Care","Equity","4,467,276.72","0.05","4,467,276.72","212,424.00","21.03","United States","NASDAQ","USD","1.00","USD","-"
"GOSS","GOSSAMER BIO INC","Health Care","Equity","4,462,871.62","0.05","4,462,871.62","1,381,694.00","3.23","United States","NASDAQ","USD","1.00","USD","-"
"VTYX","VENTYX BIOSCIENCES INC","Health Care","Equity","4,435,475.18","0.05","4,435,475.18","478,993.00","9.26","United States","NASDAQ","USD","1.00","USD","-"
"CTKB","CYTEK BIOSCIENCES INC","Health Care","Equity","4,419,063.30","0.05","4,419,063.30","866,483.00","5.10","United States","NASDAQ","USD","1.00","USD","-"
"MYGN","MYRIAD GENETICS INC","Health Care","Equity","4,296,628.80","0.05","4,296,628.80","663,060.00","6.48","United States","NASDAQ","USD","1.00","USD","-"
"ALVO","ALVOTECH SA","Health Care","Equity","4,293,222.52","0.05","4,293,222.52","816,202.00","5.26","Iceland","NASDAQ","USD","1.00","USD","-"
"KALV","KALVISTA PHARMACEUTICALS INC","Health Care","Equity","4,285,160.92","0.05","4,285,160.92","282,476.00","15.17","United States","NASDAQ","USD","1.00","USD","-"
"AVBP","ARRIVENT BIOPHARMA INC","Health Care","Equity","4,276,196.86","0.05","4,276,196.86","194,638.00","21.97","United States","NASDAQ","USD","1.00","USD","-"
"GHRS","GH RESEARCH PLC","Health Care","Equity","4,224,628.80","0.05","4,224,628.80","335,288.00","12.60","Ireland","NASDAQ","USD","1.00","USD","-"
"VIR","VIR BIOTECHNOLOGY INC","Health Care","Equity","4,196,664.00","0.05","4,196,664.00","699,444.00","6.00","United States","NASDAQ","USD","1.00","USD","-"
"ZBIO","ZENAS BIOPHARMA INC","Health Care","Equity","4,197,332.16","0.05","4,197,332.16","98,784.00","42.49","United States","NASDAQ","USD","1.00","USD","-"
"CTMX","CYTOMX THERAPEUTICS INC","Health Care","Equity","4,196,585.38","0.05","4,196,585.38","955,942.00","4.39","United States","NASDAQ","USD","1.00","USD","-"
"FULC","FULCRUM THERAPEUTICS INC","Health Care","Equity","4,155,980.94","0.05","4,155,980.94","358,893.00","11.58","United States","NASDAQ","USD","1.00","USD","-"
"ERAS","ERASCA INC","Health Care","Equity","4,155,210.48","0.05","4,155,210.48","1,194,026.00","3.48","United States","NASDAQ","USD","1.00","USD","-"
"SVRA","SAVARA INC","Health Care","Equity","4,145,350.50","0.05","4,145,350.50","642,690.00","6.45","United States","NASDAQ","USD","1.00","USD","-"
"BCAX","BICARA THERAPEUTICS INC","Health Care","Equity","4,027,363.20","0.05","4,027,363.20","239,724.00","16.80","United States","NASDAQ","USD","1.00","USD","-"
"FLGT","FULGENT GENETICS INC","Health Care","Equity","3,989,937.28","0.05","3,989,937.28","149,324.00","26.72","United States","NASDAQ","USD","1.00","USD","-"
"BBOT","BRIDGEBIO ONCOLOGY THERAPEUTICS IN","Health Care","Equity","3,980,222.64","0.05","3,980,222.64","322,808.00","12.33","United States","NASDAQ","USD","1.00","USD","-"
"LAB","STANDARD BIOTOOLS INC","Health Care","Equity","3,801,913.80","0.04","3,801,913.80","2,755,010.00","1.38","United States","NASDAQ","USD","1.00","USD","-"
"OPK","OPKO HEALTH INC","Health Care","Equity","3,778,331.31","0.04","3,778,331.31","2,928,939.00","1.29","United States","NASDAQ","USD","1.00","USD","-"
"ANRO","ALTO NEUROSCIENCE INC","Health Care","Equity","3,772,289.26","0.04","3,772,289.26","204,682.00","18.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRWD","IRONWOOD PHARMA INC CLASS A","Health Care","Equity","3,748,540.80","0.04","3,748,540.80","1,171,419.00","3.20","United States","NASDAQ","USD","1.00","USD","-"
"ZVRA","ZEVRA THERAPEUTICS INC","Health Care","Equity","3,703,065.34","0.04","3,703,065.34","417,482.00","8.87","United States","NASDAQ","USD","1.00","USD","-"
"ABSI","ABSCI CORP","Health Care","Equity","3,622,243.38","0.04","3,622,243.38","1,014,634.00","3.57","United States","NASDAQ","USD","1.00","USD","-"
"CMPS","COMPASS PATHWAYS ADR PLC","Health Care","Equity","3,597,153.28","0.04","3,597,153.28","538,496.00","6.68","United Kingdom","NASDAQ","USD","1.00","USD","-"
"PACB","PACIFIC BIOSCIENCES OF CALIFORNIA","Health Care","Equity","3,583,966.80","0.04","3,583,966.80","2,024,840.00","1.77","United States","NASDAQ","USD","1.00","USD","-"
"LENZ","LENZ THERAPEUTICS INC","Health Care","Equity","3,514,307.79","0.04","3,514,307.79","208,317.00","16.87","United States","NASDAQ","USD","1.00","USD","-"
"MGTX","MEIRAGTX HOLDINGS PLC","Health Care","Equity","3,472,855.77","0.04","3,472,855.77","435,741.00","7.97","United States","NASDAQ","USD","1.00","USD","-"
"ENTA","ENANTA PHARMACEUTICALS INC","Health Care","Equity","3,450,088.05","0.04","3,450,088.05","204,753.00","16.85","United States","NASDAQ","USD","1.00","USD","-"
"ORIC","ORIC PHARMACEUTICALS INC","Health Care","Equity","3,308,332.50","0.04","3,308,332.50","401,010.00","8.25","United States","NASDAQ","USD","1.00","USD","-"
"CRVS","CORVUS PHARMACEUTICALS INC","Health Care","Equity","3,297,817.60","0.04","3,297,817.60","428,288.00","7.70","United States","NASDAQ","USD","1.00","USD","-"
"PSNL","PERSONALIS INC","Health Care","Equity","3,230,415.98","0.04","3,230,415.98","396,857.00","8.14","United States","NASDAQ","USD","1.00","USD","-"
"PRTA","PROTHENA PLC","Health Care","Equity","3,094,852.32","0.04","3,094,852.32","324,408.00","9.54","United States","NASDAQ","USD","1.00","USD","-"
"CGEM","CULLINAN THERAPEUTICS INC","Health Care","Equity","3,057,231.55","0.04","3,057,231.55","294,815.00","10.37","United States","NASDAQ","USD","1.00","USD","-"
"FDMT","4D MOLECULAR THERAPEUTICS INC","Health Care","Equity","3,031,628.60","0.04","3,031,628.60","380,380.00","7.97","United States","NASDAQ","USD","1.00","USD","-"
"CVAC","CUREVAC NV","Health Care","Equity","2,989,962.00","0.03","2,989,962.00","695,340.00","4.30","Germany","NASDAQ","USD","1.00","USD","-"
"ALT","ALTIMMUNE INC","Health Care","Equity","2,986,910.46","0.03","2,986,910.46","773,811.00","3.86","United States","NASDAQ","USD","1.00","USD","-"
"VNDA","VANDA PHARMACEUTICALS INC","Health Care","Equity","2,899,107.20","0.03","2,899,107.20","411,805.00","7.04","United States","NASDAQ","USD","1.00","USD","-"
"LCTX","LINEAGE CELL THERAPEUTICS INC","Health Care","Equity","2,683,178.85","0.03","2,683,178.85","1,626,169.00","1.65","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"DNA","GINKGO BIOWORKS HOLDINGS INC CLASS","Health Care","Equity","2,651,283.60","0.03","2,651,283.60","315,629.00","8.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IMMP","IMMUTEP ADS REPRESENTING LTD","Health Care","Equity","2,635,594.59","0.03","2,635,594.59","842,043.00","3.13","Australia","NASDAQ","USD","1.00","USD","-"
"ADCT","ADC THERAPEUTICS SA","Health Care","Equity","2,605,960.89","0.03","2,605,960.89","742,439.00","3.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RCKT","ROCKET PHARMACEUTICALS INC","Health Care","Equity","2,591,034.00","0.03","2,591,034.00","744,550.00","3.48","United States","NASDAQ","USD","1.00","USD","-"
"MRVI","MARAVAI LIFESCIENCES HOLDINGS INC","Health Care","Equity","2,582,721.21","0.03","2,582,721.21","789,823.00","3.27","United States","NASDAQ","USD","1.00","USD","-"
"SLDB","SOLID BIOSCIENCES INC","Health Care","Equity","2,572,514.16","0.03","2,572,514.16","440,499.00","5.84","United States","NASDAQ","USD","1.00","USD","-"
"PEPG","PEPGEN INC","Health Care","Equity","2,557,904.79","0.03","2,557,904.79","440,259.00","5.81","United States","NASDAQ","USD","1.00","USD","-"
"PRME","PRIME MEDICINE INC","Health Care","Equity","2,454,893.00","0.03","2,454,893.00","701,398.00","3.50","United States","NASDAQ","USD","1.00","USD","-"
"NBP","NOVABRIDGE BIOSCIENCES ADR","Health Care","Equity","2,436,462.98","0.03","2,436,462.98","561,397.00","4.34","China","NASDAQ","USD","1.00","USD","-"
"IMRX","IMMUNEERING CORP CLASS A","Health Care","Equity","2,403,592.58","0.03","2,403,592.58","357,146.00","6.73","United States","NASDAQ","USD","1.00","USD","-"
"AVXL","ANAVEX LIFE SCIENCES CORP","Health Care","Equity","2,349,732.84","0.03","2,349,732.84","645,531.00","3.64","United States","NASDAQ","USD","1.00","USD","-"
"BIOA","BIOAGE LABS INC","Health Care","Equity","2,335,337.76","0.03","2,335,337.76","168,252.00","13.88","United States","NASDAQ","USD","1.00","USD","-"
"AUTL","AUTOLUS THERAPEUTICS ADR PLC","Health Care","Equity","2,296,695.89","0.03","2,296,695.89","1,375,267.00","1.67","United Kingdom","NASDAQ","USD","1.00","USD","-"
"DSGN","DESIGN THERAPEUTICS INC","Health Care","Equity","2,251,031.76","0.03","2,251,031.76","233,752.00","9.63","United States","NASDAQ","USD","1.00","USD","-"
"ACRS","ACLARIS THERAPEUTICS INC","Health Care","Equity","2,095,596.48","0.02","2,095,596.48","691,616.00","3.03","United States","NASDAQ","USD","1.00","USD","-"
"AURA","AURA BIOSCIENCES INC","Health Care","Equity","2,065,459.29","0.02","2,065,459.29","351,867.00","5.87","United States","NASDAQ","USD","1.00","USD","-"
"NGNE","NEUROGENE INC","Health Care","Equity","1,971,305.16","0.02","1,971,305.16","98,516.00","20.01","United States","NASDAQ","USD","1.00","USD","-"
"CADL","CANDEL THERAPEUTICS INC","Health Care","Equity","1,844,877.68","0.02","1,844,877.68","306,968.00","6.01","United States","NASDAQ","USD","1.00","USD","-"
"LYEL","LYELL IMMUNOPHARMA INC","Health Care","Equity","1,841,944.28","0.02","1,841,944.28","52,492.00","35.09","United States","NASDAQ","USD","1.00","USD","-"
"QTRX","QUANTERIX CORP","Health Care","Equity","1,818,393.10","0.02","1,818,393.10","281,485.00","6.46","United States","NASDAQ","USD","1.00","USD","-"
"CTNM","CONTINEUM THERAPEUTICS INC CLASS A","Health Care","Equity","1,738,976.07","0.02","1,738,976.07","140,127.00","12.41","United States","NASDAQ","USD","1.00","USD","-"
"BCYC","BICYCLE THERAPEUTICS ADR PLC","Health Care","Equity","1,732,327.74","0.02","1,732,327.74","254,007.00","6.82","United Kingdom","NASDAQ","USD","1.00","USD","-"
"AVIR","ATEA PHARMACEUTICALS INC","Health Care","Equity","1,683,358.10","0.02","1,683,358.10","461,194.00","3.65","United States","NASDAQ","USD","1.00","USD","-"
"ALLO","ALLOGENE THERAPEUTICS INC","Health Care","Equity","1,644,988.98","0.02","1,644,988.98","1,192,021.00","1.38","United States","NASDAQ","USD","1.00","USD","-"
"TRDA","ENTRADA THERAPEUTICS INC","Health Care","Equity","1,641,750.69","0.02","1,641,750.69","157,709.00","10.41","United States","NASDAQ","USD","1.00","USD","-"
"EDIT","EDITAS MEDICINE INC","Health Care","Equity","1,574,758.15","0.02","1,574,758.15","725,695.00","2.17","United States","NASDAQ","USD","1.00","USD","-"
"OABI","OMNIAB INC","Health Care","Equity","1,573,474.96","0.02","1,573,474.96","815,272.00","1.93","United States","NASDAQ","USD","1.00","USD","-"
"QSI","QUANTUM SI INC CLASS A","Health Care","Equity","1,565,964.66","0.02","1,565,964.66","1,273,142.00","1.23","United States","NASDAQ","USD","1.00","USD","-"
"TECX","TECTONIC THERAPEUTIC INC","Health Care","Equity","1,563,285.60","0.02","1,563,285.60","74,870.00","20.88","United States","NASDAQ","USD","1.00","USD","-"
"CLLS","CELLECTIS ADR REPRESENTING SA","Health Care","Equity","1,532,668.25","0.02","1,532,668.25","322,667.00","4.75","France","NASDAQ","USD","1.00","USD","-"
"KYTX","KYVERNA THERAPEUTICS INC","Health Care","Equity","1,471,476.00","0.02","1,471,476.00","156,540.00","9.40","United States","NASDAQ","USD","1.00","USD","-"
"VYGR","VOYAGER THERAPEUTICS INC","Health Care","Equity","1,396,914.48","0.02","1,396,914.48","342,381.00","4.08","United States","NASDAQ","USD","1.00","USD","-"
"CABA","CABALETTA BIO INC","Health Care","Equity","1,382,459.40","0.02","1,382,459.40","631,260.00","2.19","United States","NASDAQ","USD","1.00","USD","-"
"LRMR","LARIMAR THERAPEUTICS INC","Health Care","Equity","1,370,025.51","0.02","1,370,025.51","348,607.00","3.93","United States","NASDAQ","USD","1.00","USD","-"
"ACIU","AC IMMUNE SA","Health Care","Equity","1,367,249.73","0.02","1,367,249.73","436,821.00","3.13","Switzerland","NASDAQ","USD","1.00","USD","-"
"CATX","PERSPECTIVE THERAPEUTICS INC","Health Care","Equity","1,347,577.92","0.02","1,347,577.92","467,909.00","2.88","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"AARD","AARDVARK THERAPEUTICS INC","Health Care","Equity","1,273,667.85","0.01","1,273,667.85","93,309.00","13.65","United States","NASDAQ","USD","1.00","USD","-"
"HUMA","HUMACYTE INC","Health Care","Equity","1,264,068.04","0.01","1,264,068.04","1,181,372.00","1.07","United States","NASDAQ","USD","1.00","USD","-"
"CCCC","C4 THERAPEUTICS INC","Health Care","Equity","1,230,072.76","0.01","1,230,072.76","580,223.00","2.12","United States","NASDAQ","USD","1.00","USD","-"
"ARCT","ARCTURUS THERAPEUTICS HOLDINGS INC","Health Care","Equity","1,198,323.28","0.01","1,198,323.28","194,533.00","6.16","United States","NASDAQ","USD","1.00","USD","-"
"SGMT","SAGIMET BIOSCIENCES INC SERIES A","Health Care","Equity","1,173,345.20","0.01","1,173,345.20","196,870.00","5.96","United States","NASDAQ","USD","1.00","USD","-"
"SLN","SILENCE THERAPEUTICS ADR REPRESENT","Health Care","Equity","1,109,384.60","0.01","1,109,384.60","178,933.00","6.20","United Kingdom","NASDAQ","USD","1.00","USD","-"
"FHTX","FOGHORN THERAPEUTICS INC","Health Care","Equity","1,079,735.40","0.01","1,079,735.40","199,951.00","5.40","United States","NASDAQ","USD","1.00","USD","-"
"CRBU","CARIBOU BIOSCIENCES INC","Health Care","Equity","1,051,596.20","0.01","1,051,596.20","618,586.00","1.70","United States","NASDAQ","USD","1.00","USD","-"
"CDXS","CODEXIS INC","Health Care","Equity","1,027,493.32","0.01","1,027,493.32","630,364.00","1.63","United States","NASDAQ","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","1,025,520.24","0.01","1,025,520.24","1,025,520.00","100.00","United States","-","USD","1.00","USD","-"
"BDTX","BLACK DIAMOND THERAPEUTICS INC","Health Care","Equity","866,531.12","0.01","866,531.12","334,568.00","2.59","United States","NASDAQ","USD","1.00","USD","-"
"TNYA","TENAYA THERAPEUTICS INC","Health Care","Equity","863,523.68","0.01","863,523.68","1,145,105.00","0.75","United States","NASDAQ","USD","1.00","USD","-"
"NMRA","NEUMORA THERAPEUTICS INC","Health Care","Equity","724,933.48","0.01","724,933.48","407,266.00","1.78","United States","NASDAQ","USD","1.00","USD","-"
"MENS","JYONG BIOTECH LTD","Health Care","Equity","691,926.48","0.01","691,926.48","214,884.00","3.22","Taiwan","NASDAQ","USD","1.00","USD","-"
"SGAFT","CASH COLLATERAL USD SGAFT","Cash and/or Derivatives","Cash Collateral and Margins","457,000.00","0.01","457,000.00","457,000.00","100.00","United States","-","USD","1.00","USD","Sep 01, 2016"
"PYXS","PYXIS ONCOLOGY INC","Health Care","Equity","398,635.41","0.00","398,635.41","359,131.00","1.11","United States","NASDAQ","USD","1.00","USD","-"
"TKNO","ALPHA TEKNOVA INC","Health Care","Equity","334,806.92","0.00","334,806.92","82,873.00","4.04","United States","NASDAQ","USD","1.00","USD","-"
"AKE","AKERO THERAPEUTICS CVR","Health Care","Equity","335,370.10","0.00","335,370.10","515,954.00","0.65","United States","NASDAQ","USD","1.00","USD","-"
"ADRO","CHINOOK THERAPEUTICS INC","Health Care","Equity","54,563.54","0.00","54,563.54","320,962.00","0.17","United States","NO MARKET (E.G. UNLISTED)","USD","1.00","USD","-"
"THRD","THIRD HARMONIC BIO INC","Health Care","Equity","4,034.34","0.00","4,034.34","134,478.00","0.03","United States","NASDAQ","USD","1.00","USD","-"
"STRO","SUTRO BIOPHARMA INC","Health Care","Equity","1,597.11","0.00","1,597.11","139.00","11.49","United States","NASDAQ","USD","1.00","USD","-"
"-","CARTESIAN THERAPEUTICS INC","Health Care","Equity","1,874.00","0.00","1,874.00","7,496.00","0.25","United States","NASDAQ","USD","1.00","USD","-"
"-","FUSION PHARMACEUTICALS INC CVR","Health Care","Equity","1,034.00","0.00","1,034.00","1,880.00","0.55","United States","NO MARKET (E.G. UNLISTED)","USD","1.00","USD","-"
"-","AKOUOS CVRS Prvt","Consumer Staples","Equity","1.57","0.00","1.57","157,087.00","0.00","United States","NO MARKET (E.G. UNLISTED)","USD","1.00","USD","-"
"CRGX","CARGO THERAPEUTICS INC","Health Care","Equity","1.98","0.00","1.98","198,104.00","0.00","United States","NO MARKET (E.G. UNLISTED)","USD","1.00","USD","-"
"-","OMNIAB INC $12.50 VESTING Prvt","Health Care","Equity","0.47","0.00","0.47","46,839.00","0.00","United States","NO MARKET (E.G. UNLISTED)","USD","1.00","USD","-"
"-","OMNIAB INC $15.00 VESTING Prvt","Health Care","Equity","0.47","0.00","0.47","46,839.00","0.00","United States","NO MARKET (E.G. UNLISTED)","USD","1.00","USD","-"
"RTYH6","RUSSELL 2000 EMINI CME MAR 26","Cash and/or Derivatives","Futures","0.00","0.00","2,806,540.00","22.00","2,551.40","-","Chicago Mercantile Exchange","USD","1.00","USD","-"
"IXCH6","E-MINI HEALTH CARE SECTOR MAR 26","Cash and/or Derivatives","Futures","0.00","0.00","4,445,840.00","28.00","1,587.80","-","Chicago Mercantile Exchange","USD","1.00","USD","-"
 
"The content contained herein is owned or licensed by BlackRock and/or its third-party information providers and is protected by applicable copyrights, trademarks, service marks, and/or other intellectual property rights. Such content is solely for your personal, non-commercial use. Accordingly, you may not copy, distribute, modify, post, frame or deep link this content. You may download material displayed on this Website for your personal use provided you also retain all copyright and other proprietary notices contained on the materials. Modification or use of the materials for any other purpose violates BlackRock's intellectual property rights.
Holdings subject to change. See www.iShares.com for the most recent funds holdings.
The values for “price” shown herein generally represent a price provided by a third-party pricing vendor for the portfolio holding and do not reflect the impact of systematic fair valuation (“the vendor price”). The vendor price is not necessarily the price at which the Fund values the portfolio holding for the purposes of determining its net asset value (the “valuation price”). Additionally, where applicable, foreign currency exchange rates with respect to the portfolio holdings denominated in non-U.S. currencies for the valuation price will be generally determined as of the close of business on the New York Stock Exchange, whereas for the vendor price will be generally determined as of 4 p.m. London. The values shown herein for “market value,” “weight,” and “notional value” (the “calculated values”) are based off of the vendor price and may have been different if the valuation price were to have been used to calculate such values. The vendor price is as of the most recent practicable date and may not necessarily be as of the date shown above.
Please see the “Determination of Net Asset Value” section of each Fund’s prospectus for additional information on the Fund’s valuation policies and procedures.
CAREFULLY CONSIDER THE FUNDS' INVESTMENT OBJECTIVES, RISK FACTORS, AND CHARGES AND EXPENSES BEFORE INVESTING. THIS AND OTHER INFORMATION CAN BE FOUND IN THE FUNDS' PROSPECTUSES OR, IF AVAILABLE, THE SUMMARY PROSPECTUSES WHICH MAY BE OBTAINED BY VISITING WWW.ISHARES.COM OR WWW.BLACKROCK.COM. READ THE PROSPECTUS CAREFULLY BEFORE INVESTING. INVESTING INVOLVES RISK, INCLUDING POSSIBLE LOSS OF PRINCIPAL.
This information should not be relied upon as research, investment advice, or a recommendation regarding any products, strategies, or any security in particular.
This material is strictly for illustrative, educational, or informational purposes and is subject to change.
The Funds are distributed by BlackRock Investments, LLC (together with its affiliates, “BlackRock”).
The iShares Funds are not sponsored, endorsed, issued, sold or promoted by Bloomberg, BlackRock Index Services, LLC, Cboe Global Indices, LLC, Cohen & Steers, European Public Real Estate Association (“EPRA® ”), FTSE International Limited (“FTSE”), ICE Data Indices, LLC, NSE Indices Ltd, JPMorgan, JPX Group, London Stock Exchange Group (“LSEG”), MSCI Inc., Markit Indices Limited, Morningstar, Inc., Nasdaq, Inc., National Association of Real Estate Investment Trusts (“NAREIT”), Nikkei, Inc., Russell, S&P Dow Jones Indices LLC or STOXX Ltd. None of these companies make any representation regarding the advisability of investing in the Funds. With the exception of BlackRock Index Services, LLC, who is an affiliate, BlackRock Investments, LLC is not affiliated with the companies listed above. Neither FTSE, LSEG, nor NAREIT makes any warranty regarding the FTSE Nareit Equity REITS Index, FTSE Nareit All Residential Capped Index or FTSE Nareit All Mortgage Capped Index. Neither FTSE, EPRA, LSEG, nor NAREIT makes any warranty regarding the FTSE EPRA Nareit Developed ex-U.S. Index, FTSE EPRA Nareit Developed Green Target Index or FTSE EPRA Nareit Global REITs Index. “FTSE®” is a trademark of London Stock Exchange Group companies and is used by FTSE under license.
©2023 BlackRock, Inc or its affiliates. All rights reserved. iSHARES, iBONDS and BLACKROCK are trademarks of BlackRock, Inc. or its affiliates. All other trademarks are those of their respective owners."
